order_id,order_date,customer_id,channel,product_id,quantity,status
119,2025-03-14,103,Site,50,2,concluído
120,2026-08-19,320,Site,18,1,concluído
121,2025-06-08,375,Site,34,4,concluído
122,2025-01-03,228,Site,44,3,concluído
123,2026-07-09,337,Site,5,1,concluído
124,2025-01-10,56,App,40,3,concluído
125,2025-11-29,352,App,28,3,concluído
126,2026-08-19,226,Site,3,2,concluído
127,2025-12-13,89,App,53,4,concluído
128,2025-12-17,25,App,16,4,concluído
129,2025-08-21,288,Site,53,4,concluído
130,2025-03-18,173,App,13,1,concluído
131,2025-12-10,125,App,33,2,concluído
132,2026-06-23,157,Site,23,4,concluído
133,2025-02-24,397,App,54,2,concluído
134,2026-06-13,172,Marketplace,58,2,concluído
135,2025-09-07,32,Marketplace,47,2,concluído
136,2025-11-18,112,Marketplace,51,2,concluído
137,2025-04-10,59,Site,47,3,concluído
138,2026-01-09,275,App,18,1,concluído
139,2025-04-20,321,Site,56,4,concluído
140,2025-06-13,337,Site,32,3,concluído
141,2026-03-09,254,Site,21,1,concluído
142,2025-01-31,308,App,12,4,concluído
143,2025-09-26,167,App,43,3,concluído
144,2025-12-23,252,App,17,2,concluído
145,2025-03-21,43,App,40,2,concluído
146,2025-06-26,216,App,4,3,concluído
147,2025-07-26,223,Marketplace,39,1,concluído
148,2026-02-03,13,App,39,3,concluído
149,2026-08-10,220,Site,32,3,cancelado
150,2026-05-17,290,Marketplace,40,2,concluído
151,2025-04-24,148,App,60,2,concluído
152,2025-01-11,218,Site,51,3,concluído
153,2025-02-01,115,Site,27,3,concluído
154,2025-12-24,109,App,53,2,concluído
155,2025-04-04,52,Site,58,4,concluído
156,2025-05-19,132,Marketplace,10,4,concluído
157,2026-05-24,322,Site,22,2,concluído
158,2026-06-09,375,Marketplace,45,3,concluído
159,2026-05-19,255,Marketplace,31,4,concluído
160,2025-06-02,250,App,9,1,concluído
161,2026-01-07,246,Site,29,3,concluído
162,2026-01-02,191,Site,23,4,concluído
163,2025-04-22,170,Site,45,1,cancelado
164,2025-11-29,249,Site,31,2,concluído
165,2025-11-12,314,Site,9,4,concluído
166,2025-08-26,166,Marketplace,3,4,concluído
167,2026-03-27,227,App,18,4,concluído
168,2026-02-11,189,Site,10,3,concluído
169,2025-11-16,115,App,53,1,concluído
170,2026-03-12,117,Site,17,1,concluído
171,2026-04-03,32,Marketplace,39,4,concluído
172,2025-12-07,176,Marketplace,8,3,concluído
173,2025-06-10,285,Site,27,1,concluído
174,2026-04-01,275,Site,57,1,concluído
175,2026-03-07,395,App,39,1,concluído
176,2026-08-14,16,App,18,4,concluído
177,2025-03-31,305,App,45,4,cancelado
178,2025-09-09,319,Marketplace,31,4,concluído
179,2026-07-09,175,App,15,1,concluído
180,2025-11-05,114,Marketplace,60,3,concluído
181,2026-07-20,143,App,57,4,concluído
182,2025-01-08,274,Site,34,3,concluído
183,2025-01-22,345,Site,2,4,concluído
184,2026-04-23,258,Site,25,3,concluído
185,2025-08-04,206,Site,31,1,concluído
186,2025-11-09,262,Site,56,2,concluído
187,2025-09-14,29,Marketplace,44,2,concluído
188,2025-09-02,244,Site,14,1,concluído
189,2026-07-18,17,App,31,3,concluído
190,2025-02-26,384,App,11,4,cancelado
191,2026-04-09,356,Site,29,1,concluído
192,2026-06-18,204,Site,33,2,concluído
193,2026-01-30,150,Site,31,3,concluído
194,2025-08-26,293,Site,26,2,concluído
195,2025-04-07,256,App,27,1,concluído
196,2026-02-14,283,Marketplace,48,1,concluído
197,2025-10-09,207,Site,31,1,concluído
198,2025-03-31,95,Site,3,4,concluído
199,2025-08-04,30,Site,45,2,concluído
200,2026-07-31,114,Marketplace,38,4,concluído
201,2025-06-09,212,Site,42,3,concluído
202,2025-04-18,170,Marketplace,43,2,concluído
203,2026-02-14,203,App,11,4,concluído
204,2025-04-30,112,Site,59,2,concluído
205,2026-07-06,376,Site,60,1,concluído
206,2026-05-31,147,Site,9,4,concluído
207,2026-08-14,339,App,14,3,concluído
208,2026-07-02,157,Site,15,2,concluído
209,2025-05-27,178,App,58,3,concluído
210,2025-05-08,242,Marketplace,56,4,concluído
211,2025-07-25,106,App,16,2,concluído
212,2025-10-09,88,App,38,4,concluído
213,2026-06-12,152,Site,15,4,concluído
214,2026-03-17,322,App,3,4,concluído
215,2026-01-22,58,App,14,1,concluído
216,2026-06-12,176,Site,5,1,cancelado
217,2026-01-23,269,Site,51,1,concluído
218,2025-08-16,283,App,48,3,concluído
219,2025-09-05,174,Site,12,2,concluído
220,2025-11-07,33,Site,35,4,concluído
221,2025-02-23,7,Marketplace,13,1,concluído
222,2026-03-22,188,App,34,2,concluído
223,2026-01-27,325,App,54,2,concluído
224,2026-03-15,12,Marketplace,53,4,concluído
225,2025-11-17,355,Site,50,1,concluído
226,2026-04-15,271,App,15,2,concluído
227,2026-07-24,4,Marketplace,12,4,concluído
228,2025-12-08,138,App,10,4,concluído
229,2025-09-24,89,Marketplace,8,4,concluído
230,2025-03-04,380,Site,37,3,concluído
231,2026-04-13,222,Marketplace,40,1,concluído
232,2026-06-27,130,Marketplace,53,1,concluído
233,2026-02-24,112,App,6,2,concluído
234,2026-06-04,226,Marketplace,16,2,concluído
235,2026-06-01,3,App,44,3,concluído
236,2026-04-24,103,Site,41,1,concluído
237,2025-10-29,67,Site,26,3,concluído
238,2025-03-01,249,App,10,2,concluído
239,2025-01-02,268,App,30,1,concluído
240,2025-05-03,187,App,11,4,concluído
241,2025-09-16,57,App,33,2,concluído
242,2026-03-23,149,App,55,1,concluído
243,2025-10-01,338,Marketplace,12,2,concluído
244,2025-01-14,82,Site,8,4,concluído
245,2025-05-07,66,Marketplace,45,4,concluído
246,2026-08-11,45,Marketplace,2,1,concluído
247,2026-08-16,327,Site,60,3,concluído
248,2025-08-15,48,App,47,3,concluído
249,2026-04-28,233,Marketplace,25,4,concluído
250,2026-03-08,400,Site,22,4,concluído
251,2026-07-13,257,Site,24,3,concluído
252,2026-06-17,165,Marketplace,24,3,cancelado
253,2026-01-13,83,Site,51,2,cancelado
254,2025-08-25,1,Site,48,4,concluído
255,2026-01-11,63,Marketplace,13,4,concluído
256,2025-07-11,382,Site,11,4,concluído
257,2025-07-28,58,Marketplace,33,4,concluído
258,2026-01-01,8,App,40,3,concluído
259,2025-12-09,327,App,44,4,concluído
260,2025-12-15,168,Site,19,4,concluído
261,2025-08-19,143,App,29,1,concluído
262,2025-09-03,287,Marketplace,7,1,concluído
263,2025-01-07,210,App,28,4,concluído
264,2025-12-28,366,Site,42,2,concluído
265,2025-12-12,188,App,19,4,concluído
266,2026-07-16,286,Marketplace,20,2,concluído
267,2025-10-30,352,App,28,2,concluído
268,2025-10-08,186,App,52,4,concluído
269,2025-02-10,114,App,37,3,concluído
270,2025-04-29,390,Site,56,3,concluído
271,2025-07-22,91,Marketplace,4,2,concluído
272,2025-08-15,16,Marketplace,51,3,concluído
273,2025-08-06,232,App,3,2,concluído
274,2025-08-25,395,Site,20,4,concluído
275,2026-04-07,35,App,26,2,concluído
276,2025-03-20,340,Site,15,1,concluído
277,2025-07-19,333,Site,60,3,concluído
278,2025-04-08,372,App,54,4,concluído
279,2025-07-04,169,Site,35,4,concluído
280,2026-02-15,102,Marketplace,28,1,concluído
281,2025-01-29,205,App,46,4,concluído
282,2025-07-23,57,App,43,2,concluído
283,2025-01-15,338,App,29,4,concluído
284,2026-07-27,266,App,50,3,concluído
285,2026-03-13,194,App,12,4,cancelado
286,2025-05-27,207,Site,17,2,concluído
287,2025-04-29,285,App,2,3,concluído
288,2025-03-01,210,Site,8,3,concluído
289,2025-10-11,336,Marketplace,12,1,concluído
290,2026-03-29,370,Marketplace,38,4,concluído
291,2025-12-17,380,Site,52,1,concluído
292,2026-06-13,249,App,36,4,concluído
293,2025-07-26,298,App,27,1,concluído
294,2025-06-16,125,App,17,1,concluído
295,2025-10-14,16,Marketplace,7,2,concluído
296,2025-05-02,161,Marketplace,36,1,concluído
297,2026-08-09,349,App,9,1,concluído
298,2025-04-22,54,App,48,1,concluído
299,2025-10-15,219,Site,25,2,concluído
300,2025-11-10,77,App,22,2,concluído
301,2025-02-04,172,Marketplace,2,1,concluído
302,2025-10-09,58,App,15,1,concluído
303,2025-09-30,294,App,1,3,concluído
304,2025-06-05,325,Site,44,2,concluído
305,2025-03-18,304,App,30,4,concluído
306,2025-01-28,282,App,48,4,concluído
307,2025-01-06,95,Marketplace,34,1,concluído
308,2025-10-16,213,App,58,4,concluído
309,2025-02-23,42,Site,48,3,concluído
310,2026-07-30,150,Site,9,4,concluído
311,2025-05-27,203,App,7,2,concluído
312,2026-01-27,268,App,54,1,concluído
313,2026-02-09,39,App,17,4,concluído
314,2025-10-25,326,App,46,3,cancelado
315,2026-06-15,184,App,38,1,concluído
316,2025-03-08,353,Marketplace,43,1,concluído
317,2025-05-21,211,Site,17,1,concluído
318,2025-06-01,219,Marketplace,19,2,concluído
319,2025-03-23,278,Site,34,2,concluído
320,2025-06-26,328,Site,2,2,concluído
321,2025-07-07,64,Site,19,4,concluído
322,2026-04-04,205,App,31,4,cancelado
323,2025-06-30,12,App,13,3,cancelado
324,2026-06-11,190,Site,18,3,cancelado
325,2026-04-09,326,Marketplace,60,4,concluído
326,2026-06-25,347,Site,18,2,concluído
327,2025-03-05,114,App,55,3,concluído
328,2026-08-14,155,Marketplace,56,3,concluído
329,2026-01-04,221,App,41,2,concluído
330,2026-08-13,159,Marketplace,10,4,concluído
331,2025-08-01,72,Marketplace,13,1,concluído
332,2026-07-26,122,Marketplace,57,1,concluído
333,2025-12-20,162,Marketplace,1,2,concluído
334,2025-02-13,208,App,31,4,concluído
335,2025-09-04,369,Site,36,2,concluído
336,2025-03-24,218,Marketplace,51,1,concluído
337,2026-07-19,155,Site,54,4,concluído
338,2025-07-02,265,App,18,1,concluído
339,2025-05-14,310,App,31,1,concluído
340,2025-11-28,173,App,39,4,concluído
341,2025-09-13,196,Site,58,2,concluído
342,2025-02-28,88,Site,34,1,concluído
343,2026-05-05,346,Marketplace,8,2,concluído
344,2026-05-23,347,Marketplace,56,3,concluído
345,2026-03-22,70,Site,31,4,concluído
346,2026-01-06,139,App,11,1,concluído
347,2025-08-30,109,Site,12,2,concluído
348,2025-11-22,370,App,13,3,concluído
349,2025-11-09,27,App,44,3,concluído
350,2025-04-10,83,App,57,3,concluído
351,2025-02-19,126,App,27,2,concluído
352,2025-06-01,225,App,6,4,concluído
353,2025-09-30,100,Site,54,1,concluído
354,2025-04-07,215,App,39,4,concluído
355,2025-03-06,299,App,35,4,concluído
356,2026-05-27,332,App,4,3,concluído
357,2025-08-13,40,Site,59,2,concluído
358,2025-12-17,56,Site,5,2,concluído
359,2025-11-11,39,App,37,2,concluído
360,2026-03-18,364,App,36,1,concluído
361,2026-03-20,261,Marketplace,31,1,concluído
362,2025-06-27,213,Site,34,3,concluído
363,2026-05-24,317,Site,24,3,concluído
364,2025-08-11,235,Site,35,2,concluído
365,2026-05-17,95,Marketplace,22,2,concluído
366,2025-08-31,205,Marketplace,29,1,concluído
367,2025-03-08,282,App,41,4,concluído
368,2026-04-02,15,Site,45,4,concluído
369,2025-01-19,243,App,10,1,concluído
370,2026-04-09,199,Site,60,2,concluído
371,2025-01-26,28,App,6,3,concluído
372,2025-05-05,106,App,17,1,concluído
373,2025-12-29,180,Marketplace,21,1,cancelado
374,2026-07-19,138,Marketplace,20,4,concluído
375,2025-09-03,117,App,22,1,concluído
376,2025-03-14,260,Marketplace,20,3,concluído
377,2025-05-20,162,App,27,4,concluído
378,2026-06-22,200,Site,46,3,concluído
379,2026-03-13,320,Marketplace,50,2,concluído
380,2025-03-02,38,App,21,1,concluído
381,2025-08-19,144,Site,16,3,concluído
382,2025-06-08,30,Site,41,2,concluído
383,2025-04-17,371,App,4,4,concluído
384,2026-05-23,75,Site,27,3,concluído
385,2026-01-06,328,App,14,1,concluído
386,2025-04-18,77,Site,37,2,concluído
387,2026-01-26,130,App,5,3,concluído
388,2025-09-06,244,App,50,3,concluído
389,2025-02-06,333,Site,17,3,concluído
390,2025-09-27,72,App,31,1,concluído
391,2025-04-22,86,Site,35,1,concluído
392,2025-05-28,353,Site,29,1,cancelado
393,2026-06-12,129,Marketplace,27,3,concluído
394,2026-03-03,84,App,17,1,concluído
395,2025-03-22,298,Marketplace,47,4,concluído
396,2026-05-26,37,Site,31,2,concluído
397,2025-12-11,347,App,13,2,concluído
398,2026-06-09,351,Marketplace,16,1,concluído
399,2026-03-25,343,Site,27,2,concluído
400,2025-07-23,119,Site,51,4,concluído
401,2025-11-17,46,Site,58,1,concluído
402,2025-11-15,171,Site,24,3,concluído
403,2026-03-08,134,Marketplace,24,1,concluído
404,2025-05-30,384,Site,8,1,concluído
405,2025-07-19,253,Marketplace,33,3,cancelado
406,2025-05-27,378,Site,15,3,concluído
407,2025-06-27,301,Marketplace,50,3,concluído
408,2025-04-07,286,Marketplace,33,1,concluído
409,2025-01-22,45,App,14,1,concluído
410,2026-07-19,28,App,55,2,concluído
411,2025-02-14,19,Site,49,1,concluído
412,2026-06-17,238,Site,19,4,concluído
413,2025-01-02,81,Site,8,2,concluído
414,2026-04-12,396,Marketplace,16,3,concluído
415,2025-07-17,54,Marketplace,23,1,concluído
416,2025-11-07,379,Site,25,3,concluído
417,2025-06-19,268,Site,50,1,concluído
418,2025-10-22,43,App,59,2,concluído
419,2025-09-28,24,Site,45,2,concluído
420,2025-11-14,159,App,51,1,concluído
421,2025-08-24,136,Site,8,1,concluído
422,2025-11-18,127,Site,9,4,concluído
423,2026-05-11,212,Site,55,2,concluído
424,2025-09-18,52,Site,37,3,concluído
425,2025-08-05,52,App,15,3,concluído
426,2025-03-21,278,App,48,3,concluído
427,2025-08-04,397,App,11,3,concluído
428,2025-03-17,110,Marketplace,47,4,concluído
429,2025-04-20,373,Marketplace,53,3,concluído
430,2026-07-26,138,App,30,2,concluído
431,2025-02-23,135,App,40,2,concluído
432,2025-10-17,37,Site,44,4,concluído
433,2026-05-16,170,Site,53,2,concluído
434,2026-07-26,200,App,36,3,concluído
435,2025-03-30,266,App,18,4,concluído
436,2025-04-09,64,Site,13,1,concluído
437,2025-08-12,76,App,22,1,cancelado
438,2025-11-29,173,App,4,1,concluído
439,2026-07-30,28,App,42,1,concluído
440,2025-05-05,58,Site,23,3,concluído
441,2025-04-09,252,Site,43,3,cancelado
442,2025-06-01,382,App,4,2,concluído
443,2026-06-09,230,Site,20,1,concluído
444,2025-01-19,58,Site,24,3,concluído
445,2025-08-17,397,Marketplace,6,1,cancelado
446,2025-03-13,209,Marketplace,50,3,concluído
447,2025-04-05,287,App,36,4,concluído
448,2026-07-05,79,Marketplace,51,2,concluído
449,2025-01-01,232,Site,49,2,concluído
450,2025-07-12,31,Site,3,3,concluído
451,2026-07-04,251,App,52,1,concluído
452,2025-12-31,81,App,5,3,concluído
453,2025-02-13,364,App,53,2,concluído
454,2025-10-07,22,Marketplace,41,2,concluído
455,2026-08-06,262,Site,50,1,concluído
456,2025-08-29,56,Site,30,4,concluído
457,2025-11-14,275,Site,10,2,concluído
458,2025-11-16,198,App,9,1,concluído
459,2026-02-01,387,App,8,4,concluído
460,2025-04-23,261,Site,49,4,cancelado
461,2026-05-19,149,Site,33,3,concluído
462,2026-08-17,35,Marketplace,13,1,concluído
463,2025-03-27,239,Site,8,4,cancelado
464,2026-05-06,177,Site,5,1,concluído
465,2026-05-06,22,Marketplace,16,1,concluído
466,2026-03-21,233,App,45,3,concluído
467,2025-08-11,84,Site,54,2,concluído
468,2025-10-09,94,Site,37,1,concluído
469,2026-05-19,4,App,60,3,cancelado
470,2025-04-02,149,App,24,2,concluído
471,2026-05-13,88,App,20,4,concluído
472,2026-07-07,29,App,42,1,concluído
473,2026-02-14,174,Site,9,4,concluído
474,2025-07-24,89,App,55,3,concluído
475,2025-12-02,54,Site,47,1,concluído
476,2025-01-31,187,App,3,3,concluído
477,2026-07-14,26,App,12,4,concluído
478,2025-07-25,397,App,38,1,concluído
479,2025-02-04,189,App,45,4,concluído
480,2026-04-22,399,Marketplace,14,2,concluído
481,2026-01-30,353,App,45,4,concluído
482,2026-01-09,392,App,29,1,concluído
483,2025-02-02,218,App,41,3,concluído
484,2026-03-27,170,App,26,4,concluído
485,2026-01-18,288,Site,28,2,cancelado
486,2026-04-22,33,Marketplace,24,1,concluído
487,2026-05-12,337,App,10,2,concluído
488,2025-05-08,130,Site,12,3,concluído
489,2025-05-07,3,Site,11,3,concluído
490,2026-07-09,96,Marketplace,49,2,concluído
491,2025-11-15,97,Site,26,4,concluído
492,2025-09-20,6,App,23,3,concluído
493,2025-06-22,268,Site,52,3,concluído
494,2026-01-19,39,Marketplace,54,4,concluído
495,2026-03-29,339,Site,15,4,concluído
496,2025-01-02,182,Marketplace,22,2,concluído
497,2025-11-28,288,Marketplace,25,2,concluído
498,2026-08-20,136,App,51,3,concluído
499,2025-06-18,53,Marketplace,41,3,concluído
500,2025-06-18,73,Site,33,2,concluído
501,2026-06-11,259,Site,15,3,concluído
502,2025-02-07,287,Site,24,3,concluído
503,2025-08-27,108,Marketplace,2,4,concluído
504,2025-10-02,143,Site,43,2,concluído
505,2026-04-24,379,Site,56,4,concluído
506,2025-03-19,341,App,48,1,concluído
507,2025-09-18,166,Site,19,4,concluído
508,2025-04-02,97,Marketplace,29,1,concluído
509,2026-04-18,121,Site,58,4,concluído
510,2026-01-15,216,App,26,1,concluído
511,2025-10-26,227,Marketplace,51,4,concluído
512,2025-08-24,74,Marketplace,35,4,concluído
513,2025-04-02,27,Site,30,4,concluído
514,2026-07-08,199,App,36,4,concluído
515,2026-01-24,319,Site,14,2,concluído
516,2025-07-11,61,App,26,1,concluído
517,2025-09-06,164,App,19,4,cancelado
518,2026-03-12,65,Site,46,3,concluído
519,2026-03-08,97,Marketplace,37,4,concluído
520,2025-10-04,245,App,24,3,concluído
521,2025-07-01,115,Marketplace,50,3,concluído
522,2026-01-31,106,Marketplace,28,2,concluído
523,2026-01-30,399,App,58,2,concluído
524,2025-12-26,69,App,37,2,concluído
525,2025-02-13,76,Site,54,3,concluído
526,2025-10-11,372,Marketplace,60,3,concluído
527,2026-01-04,221,App,20,1,concluído
528,2026-07-25,18,Site,16,1,concluído
529,2025-11-12,170,Site,51,1,concluído
530,2025-07-25,227,Site,14,3,concluído
531,2025-11-30,102,Site,46,3,concluído
532,2025-04-17,220,App,11,1,concluído
533,2025-02-24,260,App,53,3,concluído
534,2026-02-11,101,App,42,1,concluído
535,2026-08-15,325,Marketplace,32,4,concluído
536,2026-05-23,182,Marketplace,27,3,concluído
537,2025-12-17,386,Marketplace,39,3,concluído
538,2025-01-25,36,App,24,3,concluído
539,2026-08-16,130,Site,24,2,concluído
540,2025-09-27,289,App,13,4,concluído
541,2025-06-23,358,App,10,3,concluído
542,2026-06-20,89,App,54,1,concluído
543,2026-03-24,393,Marketplace,45,4,concluído
544,2026-03-26,78,App,27,3,concluído
545,2025-06-16,167,Site,50,2,concluído
546,2026-08-19,126,Marketplace,37,4,concluído
547,2025-09-29,170,Site,36,1,concluído
548,2025-11-15,361,App,7,3,concluído
549,2026-03-27,294,Marketplace,33,3,concluído
550,2026-01-31,319,Site,7,4,concluído
551,2025-04-14,102,Site,42,3,concluído
552,2025-07-01,379,Site,5,4,concluído
553,2025-08-05,175,Marketplace,31,2,concluído
554,2026-07-23,261,Site,23,4,concluído
555,2026-03-05,280,Site,8,1,cancelado
556,2025-08-08,266,Site,29,4,concluído
557,2026-03-17,241,App,13,4,concluído
558,2026-03-20,193,Marketplace,15,3,concluído
559,2025-08-25,260,App,54,1,concluído
560,2025-08-30,363,App,21,2,concluído
561,2026-06-21,156,App,25,1,concluído
562,2025-12-04,205,App,1,4,concluído
563,2025-03-31,73,Site,19,2,concluído
564,2026-03-08,143,Site,22,4,concluído
565,2025-12-20,309,App,44,4,concluído
566,2025-11-02,257,App,8,1,concluído
567,2026-03-12,85,Marketplace,56,4,concluído
568,2026-06-29,219,Marketplace,8,2,concluído
569,2025-07-18,325,Site,40,1,concluído
570,2025-09-09,50,App,1,2,concluído
571,2025-04-24,25,App,50,3,concluído
572,2026-01-24,158,App,42,4,concluído
573,2025-08-30,263,App,51,3,concluído
574,2025-07-25,126,Marketplace,56,1,concluído
575,2026-02-22,329,Site,51,2,cancelado
576,2025-09-02,339,App,38,2,concluído
577,2025-10-06,214,Marketplace,51,3,concluído
578,2025-09-22,152,Site,6,3,concluído
579,2025-06-05,17,App,39,1,concluído
580,2025-03-17,329,Site,60,1,cancelado
581,2026-05-12,359,App,23,1,concluído
582,2025-02-25,177,Marketplace,59,4,concluído
583,2025-07-14,207,App,31,3,concluído
584,2026-02-05,302,Site,29,2,concluído
585,2025-03-20,279,App,19,4,concluído
586,2026-01-29,55,Marketplace,7,1,concluído
587,2026-03-16,269,Site,53,1,concluído
588,2026-02-02,370,Site,44,2,cancelado
589,2025-07-03,301,App,25,1,concluído
590,2025-01-12,193,Marketplace,58,4,concluído
591,2026-06-17,210,Site,12,4,concluído
592,2025-07-15,104,App,47,3,concluído
593,2026-04-29,265,Marketplace,28,4,concluído
594,2025-04-29,97,App,38,2,concluído
595,2025-04-08,137,App,3,1,concluído
596,2026-04-12,107,Site,37,2,concluído
597,2026-07-18,135,App,41,1,concluído
598,2026-06-01,147,Site,59,4,concluído
599,2026-03-27,34,App,21,3,concluído
600,2025-05-29,288,App,5,4,concluído
601,2026-07-02,177,App,4,2,concluído
602,2026-02-05,380,App,9,3,concluído
603,2025-04-14,73,Marketplace,18,2,concluído
604,2025-03-19,268,Site,50,2,concluído
605,2026-06-07,72,Site,12,3,cancelado
606,2025-06-15,219,App,9,4,concluído
607,2026-04-05,197,Site,2,3,concluído
608,2025-03-25,180,App,23,3,concluído
609,2025-06-18,262,App,37,3,concluído
610,2025-06-20,332,Site,17,2,concluído
611,2025-06-18,127,Site,30,4,concluído
612,2026-02-09,340,Marketplace,15,4,cancelado
613,2026-07-03,74,Marketplace,49,2,concluído
614,2026-07-01,118,Marketplace,2,4,concluído
615,2026-03-21,125,App,13,2,concluído
616,2025-05-02,382,App,34,3,concluído
617,2026-07-31,48,App,51,3,concluído
618,2025-11-22,159,Marketplace,25,4,concluído
619,2025-11-24,170,Marketplace,5,4,concluído
620,2026-02-25,321,Marketplace,34,2,concluído
621,2026-04-07,195,App,17,3,concluído
622,2026-07-26,387,Marketplace,19,3,cancelado
623,2025-12-16,297,Site,56,4,concluído
624,2026-01-02,282,Marketplace,57,1,concluído
